trace_id,T,K,gt_step,gt_agent,pred_step,pred_agent,blame_set_size,theta_bar_max,step_hit,agent_hit,joint_hit,omd_converged,init_V_final,final_V_final,theta_drift_linf,init_argmax,final_argmax,omd_changed_pred
0,7,3,1,Verification_Expert,0,ProblemSolving_Expert,3,0.9,0,0,0,0,2.7598749999999996,2.7598749999999996,0.0,0,0,0
1,10,3,3,DataVerification_Expert,3,DataVerification_Expert,2,0.9,1,1,1,0,2.71450625,2.71450625,0.0,3,3,0
2,10,3,0,WebServing_Expert,0,WebServing_Expert,2,0.9,1,1,1,0,2.7145062499999995,2.7145062499999995,0.0,0,0,0
3,7,3,1,Probability_Expert,1,Probability_Expert,2,0.9,1,1,1,0,2.8173749999999997,2.8173749999999997,0.0,1,1,0
4,10,3,0,YouTubeDownload_Expert,6,ResultVerification_Expert,1,0.9,0,0,0,0,2.78165375,2.78165375,0.0,6,6,0
5,10,3,5,PythonProgramming_Expert,1,PythonProgramming_Expert,4,0.9,0,1,0,0,2.70653725,2.70653725,0.0,1,1,0
6,9,3,2,ProblemSolving_Expert,2,Verification_Expert,3,0.9,1,0,0,0,2.5811559374999997,2.5811559374999997,0.0,2,2,0
7,8,3,0,Geometry_Expert,0,VerificationExpert,5,0.9,1,0,0,0,2.8025,2.8025,0.0,0,0,0
8,6,3,1,Tizin_Translation_Expert,0,TizinGrammar_Expert,5,0.9,0,0,0,0,2.82308,2.82308,0.0,0,0,0
9,10,3,1,Narration_Expert,0,Verification_Expert,5,0.9,0,0,0,0,2.7598749999999996,2.7598749999999996,0.0,0,0,0
10,5,3,0,TextExtraction_Expert,2,Verification_Expert,2,0.9,0,0,0,0,2.8025,2.8025,0.0,2,2,0
11,10,3,8,AnimalBehavior_Expert,4,BirdSpeciesIdentification_Expert,2,0.9,0,0,0,0,2.6508876,2.6508876,0.0,4,4,0
12,10,3,3,Paintball_Expert,5,Geospatial_Expert,1,0.9,0,0,0,0,2.7645062499999997,2.7645062499999997,0.0,5,5,0
13,7,3,4,Marathon_Expert,1,CelestialPhysics_Expert,4,0.9,0,0,0,0,2.662375,2.662375,0.0,1,1,0
14,8,3,1,Literary_Analysis_Expert,0,NorseMythology_Expert,2,0.9,0,0,0,0,2.91,2.91,0.0,0,0,0
15,10,3,5,ScientificPaperAnalysis_Expert,1,ScientificPaperAnalysis_Expert,4,0.9,0,1,0,0,2.70653725,2.70653725,0.0,1,1,0
