trace_id,T,K,gt_step,gt_agent,pred_step,pred_agent,blame_set_size,theta_bar_max,step_hit,agent_hit,joint_hit,omd_converged,init_V_final,final_V_final,theta_drift_linf,init_argmax,final_argmax,omd_changed_pred
0,7,3,1,Verification_Expert,0,ProblemSolving_Expert,3,0.9,0,0,0,1,2.539,2.539,0.0,0,0,0
1,10,3,3,DataVerification_Expert,3,DataVerification_Expert,2,0.9,1,1,1,0,2.4561,2.4561,0.05018736018045421,3,3,0
2,10,3,0,WebServing_Expert,0,WebServing_Expert,2,0.9,1,1,1,0,2.49255,2.4561,0.0646364516092594,0,0,0
3,7,3,1,Probability_Expert,1,Probability_Expert,2,0.9,1,1,1,1,2.689,2.6819172324136993,0.0070827675863009976,1,1,0
4,10,3,0,YouTubeDownload_Expert,6,ResultVerification_Expert,1,0.9,0,0,0,0,2.6071299999999997,2.601223198776212,0.032519921172667665,6,6,0
5,10,3,5,PythonProgramming_Expert,1,PythonProgramming_Expert,4,0.9,0,1,0,0,2.491129,2.423074024616266,0.0713200014546101,1,1,0
6,9,3,2,ProblemSolving_Expert,2,Verification_Expert,3,0.9,1,0,0,1,2.2194900000000004,2.2194900000000004,0.0,2,2,0
7,8,3,0,Geometry_Expert,0,VerificationExpert,5,0.9,1,0,0,0,2.61,2.61,0.05018736018036651,0,0,0
8,6,3,1,Tizin_Translation_Expert,0,TizinGrammar_Expert,5,0.9,0,0,0,0,2.69984,2.1740800813671126,0.10381873091572358,0,0,0
9,10,3,1,Narration_Expert,0,Verification_Expert,5,0.9,0,0,0,1,2.539,2.539,0.0,0,0,0
10,5,3,0,TextExtraction_Expert,2,Verification_Expert,2,0.8093911277609962,0,0,0,0,2.61,2.61,0.09060887223900382,2,2,0
11,10,3,8,AnimalBehavior_Expert,4,BirdSpeciesIdentification_Expert,2,0.961321414711011,0,0,0,0,2.3888448,2.3031784984026933,0.065902303912981,4,4,0
12,10,3,3,Paintball_Expert,5,Geospatial_Expert,1,0.9,0,0,0,1,2.5561,2.5561,0.0,5,5,0
13,7,3,4,Marathon_Expert,2,Computer_terminal,4,0.9,0,0,0,0,2.349,2.349,0.07928851330522146,1,2,1
14,8,3,1,Literary_Analysis_Expert,0,NorseMythology_Expert,2,0.9,0,0,0,1,2.86,2.8573322135187427,0.002667786481257442,0,0,0
15,10,3,5,ScientificPaperAnalysis_Expert,1,ScientificPaperAnalysis_Expert,4,0.9696982193635829,0,1,0,0,2.491129,2.3855400699358578,0.06969821936358289,1,1,0
16,10,3,8,DataAnalysis_Expert,8,DataAnalysis_Expert,3,0.9641680060744895,1,1,1,0,2.1754170000000004,2.1333163712145278,0.06416800607448947,0,8,1
17,10,3,5,AcademicPublication_Expert,5,AcademicPublication_Expert,3,0.9,1,1,1,0,2.0388753000000004,2.003336159302872,0.06018584683420278,5,5,0
18,10,3,3,BingAPI_Expert,1,BingAPI_Expert,3,0.9,0,1,0,0,2.2437000000000005,2.2389031441548957,0.04298139379007612,1,1,0
