trace_id,T,K,gt_step,gt_agent,pred_step,pred_agent,blame_set_size,theta_bar_max,step_hit,agent_hit,joint_hit,omd_converged,init_V_final,final_V_final,theta_drift_linf,init_argmax,final_argmax,omd_changed_pred
0,7,3,1,Verification_Expert,1,Verification_Expert,3,0.9,1,1,1,0,1.3009669070954977,1.2251706180070256,0.059050561859063655,1,1,0
1,10,3,3,DataVerification_Expert,3,DataVerification_Expert,2,0.9,1,1,1,0,1.2833830189995097,1.1663393592954518,0.041575624846888815,3,3,0
2,10,3,0,WebServing_Expert,0,WebServing_Expert,3,0.9,1,1,1,0,1.36966042395735,1.241158144795166,0.05857758269974911,0,0,0
3,7,3,1,Probability_Expert,2,Computer_terminal,2,0.9,0,0,0,0,2.0353074364813217,2.0325324533516747,0.010617545476185208,2,2,0
4,10,3,0,YouTubeDownload_Expert,6,ResultVerification_Expert,1,0.9,0,0,0,0,1.6276972478196112,1.5379189735430774,0.05019266414123025,6,6,0
5,10,3,5,PythonProgramming_Expert,2,PythonProgramming_Expert,4,0.9,0,1,0,0,1.3013750769339913,1.2248094937458789,0.05812236673243709,2,2,0
6,9,3,2,ProblemSolving_Expert,6,Verification_Expert,2,0.8999237474425217,0,0,0,0,1.0506393035979928,1.0306269352315711,0.032691145892137605,2,6,1
7,8,3,0,Geometry_Expert,0,VerificationExpert,5,0.9,1,0,0,0,1.7067382075483901,1.689709606755669,0.05137852622092354,0,0,0
8,6,3,1,Tizin_Translation_Expert,0,TizinGrammar_Expert,5,0.9,0,0,0,0,2.037319183452802,2.0364416265584393,0.007893511791552066,0,0,0
9,10,3,1,Narration_Expert,4,Verification_Expert,5,0.9,0,0,0,0,1.3009669070956251,1.2251581013251867,0.05904856109802857,4,4,0
10,5,3,0,TextExtraction_Expert,2,Verification_Expert,2,0.7175656587730588,0,0,0,0,1.3751818372928502,1.4157758792640909,0.055490832463533396,3,2,1
11,10,3,8,AnimalBehavior_Expert,6,BirdSpeciesIdentification_Expert,1,0.9,0,0,0,0,1.0667560784714556,1.7680034013039687,0.5728354419221093,6,6,0
12,10,3,3,Paintball_Expert,5,Geospatial_Expert,1,0.5049737867801167,0,0,0,0,1.6114625555591509,1.5186744830142034,0.05059362185422657,5,5,0
13,7,3,4,Marathon_Expert,1,Marathon_Expert,6,0.9011935656320695,0,1,0,0,1.0157935632024426,1.013172054980509,0.01230342543056262,4,1,1
14,8,3,1,Literary_Analysis_Expert,0,NorseMythology_Expert,2,0.9,0,0,0,0,2.470884162228111,2.389408745726606,0.04029205713156625,0,0,0
15,10,3,5,ScientificPaperAnalysis_Expert,4,ScientificPaperAnalysis_Expert,4,0.9,0,1,0,0,1.3035799584160883,1.2241852027325995,0.056531133237212886,4,4,0
16,10,3,8,DataAnalysis_Expert,8,Computer_terminal,3,0.9007480362820279,1,0,0,0,1.014022584731867,1.011863997076473,0.010982546826583145,8,8,0
17,10,3,5,AcademicPublication_Expert,5,AcademicPublication_Expert,1,0.9006552561065349,1,1,1,0,1.0147031751579523,1.0126806022376296,0.010418891628974011,5,5,0
18,10,3,3,BingAPI_Expert,3,BingAPI_Expert,5,0.900804070293839,1,1,1,0,1.0086111297106894,1.00781743786575,0.006850507809713191,3,3,0
19,10,3,5,Validation_Expert,0,RecyclingRate_Expert,4,0.8953479742082594,0,0,0,0,1.0617463880206643,1.1530942757246336,0.15389503143163832,0,0,0
20,10,3,4,Statistics_Expert,8,Statistics_Expert,5,0.9008473449944033,0,1,0,0,1.0155805052496834,1.0133797078686357,0.01162875438471822,0,8,1
21,10,3,1,Statistics_Expert,3,Verification_Expert,1,0.5117092940349632,0,0,0,0,1.1251446799135285,1.4029245251706772,0.11497570779118949,3,3,0
22,9,3,3,Verification_Expert,1,Computer_terminal,7,0.9,0,0,0,0,1.4204871493385038,1.4458891348728165,0.05872578251480573,1,1,0
23,6,3,1,Cubing_Expert,1,Cubing_Expert,2,0.9,1,1,1,0,1.399007017708166,1.6352321298899315,0.09715227444851837,1,1,0
24,10,3,3,DataAnalysis_Expert,5,Verification_Expert,2,0.9,0,0,0,0,1.683295213127133,1.664535723011922,0.050962863454480256,5,5,0
25,7,3,2,Verification_Expert,1,AnalyticalReasoning_Expert,2,0.9,0,0,0,0,1.3072027977961764,1.28694535554326,0.06338583032845577,1,1,0
26,10,3,5,Validation_Expert,8,Computer_terminal,3,0.9,0,0,0,0,1.2862848591965566,1.1707943543900865,0.041315175436984757,8,8,0
27,6,3,0,Lyrics_Expert,2,Lyrics_Expert,3,0.7814349422489507,0,1,0,0,1.2949467490963227,1.4104174961201128,0.06592568441374261,1,2,1
28,10,3,1,Filmography_Expert,1,IMDB_Ratings_Expert,4,0.9,1,0,0,0,1.0770790442874285,1.0714788006423035,0.07066046712496549,1,1,0
29,7,3,1,Verification_Expert,4,Computer_terminal,1,0.9012383436711313,0,0,0,0,1.0164870350725472,1.013744803806412,0.01271851199890578,4,4,0
30,6,3,1,Mesopotamian_Number_Systems_Expert,3,Mesopotamian_Number_Systems_Expert,4,0.8769400051327704,0,1,0,0,1.629569003002432,1.541248683661773,0.050196942030743014,2,3,1
31,10,3,5,Validation_Expert,0,Validation_Expert,4,0.9,0,1,0,0,2.1064108178204473,2.1173135530432936,0.04928716581053233,0,0,0
32,10,3,1,Verification_Expert,1,Verification_Expert,4,0.9,1,1,1,0,1.1510278153696727,1.4419308218909968,0.29674790623730296,1,1,0
33,6,3,0,PythonDebugging_Expert,5,PythonDebugging_Expert,2,0.632095216074968,0,1,0,0,1.2136406617002387,1.1708176661034346,0.27694404502336734,5,5,0
34,10,3,0,PythonDebugging_Expert,3,PythonDebugging_Expert,4,0.9,0,1,0,0,1.3003314080283261,1.1976972119399352,0.039843748483869686,3,3,0
35,10,3,5,MartialArts_Expert,2,MartialArts_Expert,5,0.9,0,1,0,0,1.0591875942613223,1.0672697535537892,0.07153158700862713,2,2,0
